pet,mobiliado,metro_proximo,area,quartos,suite,banheiros,aluguel,condominio,iptu,seguro_incendio,taxa_servico,total,cost_per_m2,cluster
1,0,0,68.0,3.0,0,1.0,2400.0,497.0,99.0,31.0,62.0,3089.0,35.29,4
1,1,0,65.0,3.0,0,1.0,2400.0,640.0,75.0,31.0,62.0,3208.0,36.92,4
0,1,1,30.0,1.0,0,1.0,2400.0,571.0,155.0,31.0,62.0,3219.0,80.0,0
0,1,1,30.0,1.0,0,1.0,2400.0,571.0,155.0,31.0,62.0,3219.0,80.0,0
0,1,0,22.0,1.0,0,1.0,2400.0,750.0,7.0,31.0,62.0,3250.0,109.09,0
0,1,0,22.0,1.0,0,1.0,2400.0,750.0,7.0,31.0,62.0,3250.0,109.09,0
0,1,0,22.0,1.0,0,1.0,2400.0,750.0,7.0,31.0,62.0,3250.0,109.09,0
1,1,0,37.0,1.0,0,1.0,2400.0,1100.0,0.0,31.0,62.0,3593.0,64.86,4
1,0,1,45.0,1.0,0,1.0,2400.0,1630.0,255.0,31.0,62.0,4378.0,53.33,4
1,0,1,45.0,1.0,0,1.0,2400.0,1630.0,255.0,31.0,62.0,4378.0,53.33,4
1,0,1,25.0,1.0,0,1.0,2410.0,566.0,0.0,31.0,62.0,3069.0,96.4,0
0,0,0,50.0,1.0,0,1.0,2413.0,100.0,100.0,31.0,62.0,2706.0,48.26,4
0,0,0,50.0,1.0,0,1.0,2413.0,100.0,100.0,31.0,62.0,2706.0,48.26,4
1,1,1,24.0,1.0,1,1.0,2430.0,573.0,157.0,31.0,62.0,3253.0,101.25,0
1,1,1,24.0,1.0,1,1.0,2430.0,573.0,157.0,31.0,62.0,3253.0,101.25,0
1,0,1,30.0,1.0,0,1.0,2430.0,600.0,150.0,31.0,62.0,3273.0,81.0,4
1,0,1,31.0,1.0,1,1.0,2433.0,780.0,50.0,31.0,63.0,3357.0,78.48,4
1,0,1,31.0,1.0,1,1.0,2433.0,780.0,50.0,31.0,63.0,3357.0,78.48,4
1,0,1,31.0,1.0,1,1.0,2433.0,780.0,50.0,31.0,63.0,3357.0,78.48,4
1,0,1,31.0,1.0,1,1.0,2433.0,780.0,50.0,31.0,63.0,3357.0,78.48,4
1,1,1,22.0,1.0,0,1.0,2440.0,550.0,0.0,31.0,63.0,3084.0,110.91,0
1,1,1,22.0,1.0,0,1.0,2440.0,550.0,0.0,31.0,63.0,3084.0,110.91,0
1,0,0,49.0,2.0,0,1.0,2440.0,605.0,100.0,31.0,63.0,3239.0,49.8,4
1,0,0,49.0,2.0,0,1.0,2440.0,605.0,100.0,31.0,63.0,3239.0,49.8,4
1,0,0,70.0,2.0,0,1.0,2440.0,950.0,215.0,31.0,63.0,3699.0,34.86,4
1,0,0,70.0,2.0,0,1.0,2440.0,950.0,215.0,31.0,63.0,3699.0,34.86,4
1,0,0,70.0,2.0,0,1.0,2440.0,950.0,215.0,31.0,63.0,3699.0,34.86,4
1,1,0,72.0,2.0,0,1.0,2440.0,1540.0,100.0,31.0,63.0,4174.0,33.89,4
1,0,1,80.0,1.0,0,1.0,2444.0,0.0,0.0,41.0,63.0,2548.0,30.55,4
1,0,1,25.0,1.0,1,1.0,2448.0,380.0,0.0,32.0,63.0,2923.0,97.92,0
1,0,1,25.0,1.0,1,1.0,2448.0,380.0,0.0,32.0,63.0,2923.0,97.92,0
0,1,0,24.0,1.0,1,1.0,2450.0,340.0,0.0,32.0,63.0,2885.0,102.08,0
0,1,0,24.0,1.0,1,1.0,2450.0,340.0,0.0,32.0,63.0,2885.0,102.08,0
1,0,1,36.0,2.0,0,1.0,2450.0,400.0,48.0,32.0,63.0,2993.0,68.06,4
1,1,1,28.0,1.0,1,1.0,2450.0,450.0,0.0,32.0,63.0,2995.0,87.5,0
1,1,1,24.0,1.0,0,1.0,2450.0,545.0,60.0,32.0,63.0,3150.0,102.08,0
1,1,1,24.0,1.0,0,1.0,2450.0,545.0,60.0,32.0,63.0,3150.0,102.08,0
0,1,1,25.0,1.0,0,1.0,2450.0,600.0,50.0,32.0,63.0,3195.0,98.0,0
0,1,1,25.0,1.0,0,1.0,2450.0,600.0,50.0,32.0,63.0,3195.0,98.0,0
0,0,0,56.0,2.0,0,2.0,2450.0,800.0,17.0,32.0,63.0,3362.0,43.75,4
1,1,1,25.0,1.0,1,1.0,2459.0,515.0,55.0,32.0,63.0,3124.0,98.36,0
1,1,1,25.0,1.0,1,1.0,2459.0,515.0,55.0,32.0,63.0,3124.0,98.36,0
1,0,1,29.0,1.0,1,1.0,2460.0,527.0,100.0,32.0,63.0,3182.0,84.83,4
1,0,1,32.0,1.0,0,1.0,2470.0,435.0,0.0,32.0,63.0,3000.0,77.19,4
1,0,0,39.0,2.0,0,1.0,2472.0,400.0,31.0,32.0,64.0,2999.0,63.38,4
1,0,1,32.0,1.0,0,1.0,2480.0,350.0,0.0,32.0,64.0,2926.0,77.5,4
1,0,1,22.0,1.0,1,1.0,2480.0,410.0,70.0,32.0,64.0,3056.0,112.73,0
1,0,1,22.0,1.0,1,1.0,2480.0,410.0,70.0,32.0,64.0,3056.0,112.73,0
1,0,0,65.0,2.0,0,1.0,2494.0,622.0,178.0,32.0,64.0,3390.0,38.37,4
1,0,0,100.0,3.0,0,2.0,2500.0,0.0,42.0,42.0,64.0,2648.0,25.0,4
1,0,0,100.0,3.0,0,2.0,2500.0,0.0,42.0,42.0,64.0,2648.0,25.0,4
0,0,0,101.0,2.0,0,1.0,2500.0,0.0,75.0,42.0,64.0,2681.0,24.75,4
0,0,0,24.0,1.0,1,1.0,2500.0,60.0,27.0,42.0,64.0,2693.0,104.17,0
0,0,0,24.0,1.0,1,1.0,2500.0,60.0,27.0,42.0,64.0,2693.0,104.17,0
1,1,0,24.0,1.0,0,1.0,2500.0,350.0,0.0,32.0,64.0,2946.0,104.17,0
1,0,1,39.0,2.0,0,1.0,2500.0,350.0,0.0,32.0,64.0,2946.0,64.1,4
1,1,0,24.0,1.0,0,1.0,2500.0,350.0,0.0,32.0,64.0,2946.0,104.17,0
1,1,0,27.0,1.0,1,1.0,2500.0,350.0,34.0,32.0,64.0,2980.0,92.59,0
1,1,0,27.0,1.0,1,1.0,2500.0,350.0,34.0,32.0,64.0,2980.0,92.59,0
1,0,0,27.0,1.0,1,1.0,2500.0,360.0,35.0,32.0,64.0,2991.0,92.59,4
1,0,0,27.0,1.0,1,1.0,2500.0,360.0,35.0,32.0,64.0,2991.0,92.59,4
0,1,0,29.0,1.0,0,1.0,2500.0,400.0,0.0,32.0,64.0,2996.0,86.21,4
1,0,1,24.0,1.0,0,1.0,2500.0,350.0,84.0,32.0,64.0,3030.0,104.17,0
1,0,1,24.0,1.0,0,1.0,2500.0,350.0,84.0,32.0,64.0,3030.0,104.17,0
1,0,0,26.0,1.0,1,1.0,2500.0,450.0,0.0,32.0,64.0,3046.0,96.15,4
1,0,0,27.0,1.0,1,1.0,2500.0,450.0,30.0,32.0,64.0,3076.0,92.59,4
1,1,1,61.0,2.0,0,1.0,2500.0,380.0,105.0,32.0,64.0,3081.0,40.98,4
1,0,1,25.0,1.0,0,1.0,2500.0,461.0,55.0,32.0,64.0,3112.0,100.0,0
1,0,1,25.0,1.0,0,1.0,2500.0,461.0,55.0,32.0,64.0,3112.0,100.0,0
0,1,0,22.0,1.0,0,1.0,2500.0,428.0,97.0,32.0,64.0,3121.0,113.64,0
0,0,1,37.0,1.0,0,1.0,2500.0,520.0,17.0,32.0,64.0,3133.0,67.57,4
0,0,0,60.0,3.0,1,2.0,2500.0,508.0,35.0,32.0,64.0,3139.0,41.67,4
1,0,1,35.0,2.0,0,1.0,2500.0,528.0,45.0,32.0,64.0,3169.0,71.43,4
1,1,1,26.0,1.0,0,1.0,2500.0,550.0,34.0,32.0,64.0,3180.0,96.15,0
1,1,1,26.0,1.0,0,1.0,2500.0,550.0,34.0,32.0,64.0,3180.0,96.15,0
1,0,1,32.0,2.0,0,1.0,2500.0,567.0,41.0,32.0,64.0,3204.0,78.12,4
1,0,1,32.0,2.0,0,1.0,2500.0,567.0,41.0,32.0,64.0,3204.0,78.12,4
1,0,1,32.0,2.0,0,1.0,2500.0,567.0,41.0,32.0,64.0,3204.0,78.12,4
1,1,1,25.0,1.0,1,1.0,2500.0,560.0,117.0,32.0,64.0,3273.0,100.0,0
1,1,1,25.0,1.0,1,1.0,2500.0,560.0,117.0,32.0,64.0,3273.0,100.0,0
0,0,0,26.0,1.0,0,1.0,2500.0,700.0,0.0,32.0,64.0,3296.0,96.15,4
0,1,1,26.0,1.0,0,1.0,2500.0,705.0,0.0,32.0,64.0,3301.0,96.15,0
0,1,1,26.0,1.0,0,1.0,2500.0,705.0,0.0,32.0,64.0,3301.0,96.15,0
1,0,0,48.0,2.0,0,1.0,2500.0,722.0,12.0,32.0,64.0,3330.0,52.08,4
1,0,0,48.0,2.0,0,1.0,2500.0,722.0,12.0,32.0,64.0,3330.0,52.08,4
1,0,0,48.0,2.0,0,1.0,2500.0,722.0,12.0,32.0,64.0,3330.0,52.08,4
1,1,1,23.0,1.0,0,1.0,2500.0,700.0,39.0,32.0,64.0,3335.0,108.7,0
1,0,1,27.0,1.0,1,1.0,2500.0,750.0,42.0,32.0,64.0,3388.0,92.59,0
0,1,0,22.0,1.0,1,1.0,2500.0,750.0,107.0,32.0,64.0,3453.0,113.64,0
1,0,1,52.0,1.0,0,1.0,2500.0,785.0,121.0,32.0,64.0,3502.0,48.08,4
1,0,1,52.0,1.0,0,1.0,2500.0,785.0,121.0,32.0,64.0,3502.0,48.08,4
0,0,0,71.0,3.0,0,2.0,2500.0,690.0,227.0,32.0,64.0,3513.0,35.21,4
1,0,0,73.0,3.0,0,2.0,2500.0,930.0,5.0,32.0,64.0,3531.0,34.25,4
1,0,1,60.0,1.0,0,1.0,2500.0,950.0,44.0,32.0,64.0,3590.0,41.67,4
1,0,1,60.0,1.0,0,1.0,2500.0,950.0,44.0,32.0,64.0,3590.0,41.67,4
1,0,1,60.0,1.0,0,1.0,2500.0,950.0,44.0,32.0,64.0,3590.0,41.67,4
1,0,1,60.0,3.0,0,2.0,2500.0,1403.0,5.0,32.0,64.0,4004.0,41.67,4
1,0,0,60.0,2.0,0,2.0,2500.0,1328.0,116.0,32.0,64.0,4040.0,41.67,4
1,0,0,60.0,2.0,0,2.0,2500.0,1328.0,116.0,32.0,64.0,4040.0,41.67,4
1,0,0,60.0,2.0,0,2.0,2500.0,1328.0,116.0,32.0,64.0,4040.0,41.67,4
1,0,0,24.0,1.0,1,1.0,2520.0,650.0,0.0,32.0,65.0,3267.0,105.0,0
1,0,0,24.0,1.0,1,1.0,2520.0,650.0,0.0,32.0,65.0,3267.0,105.0,0
1,0,1,60.0,1.0,0,1.0,2521.0,82.0,108.0,32.0,65.0,2808.0,42.02,4
1,0,1,60.0,1.0,0,1.0,2521.0,82.0,108.0,32.0,65.0,2808.0,42.02,4
1,0,0,65.0,2.0,0,2.0,2530.0,0.0,123.0,42.0,65.0,2760.0,38.92,4
1,0,0,39.0,2.0,0,1.0,2540.0,331.0,0.0,33.0,65.0,2969.0,65.13,4
0,0,1,26.0,1.0,0,1.0,2549.0,664.0,154.0,33.0,66.0,3466.0,98.04,0
0,0,1,26.0,1.0,0,1.0,2549.0,664.0,154.0,33.0,66.0,3466.0,98.04,0
1,1,0,28.0,1.0,1,1.0,2550.0,364.0,0.0,33.0,66.0,3013.0,91.07,0
1,1,0,28.0,1.0,1,1.0,2550.0,364.0,0.0,33.0,66.0,3013.0,91.07,0
1,1,1,23.0,1.0,0,1.0,2550.0,350.0,125.0,33.0,66.0,3124.0,110.87,0
1,1,1,23.0,1.0,0,1.0,2550.0,350.0,125.0,33.0,66.0,3124.0,110.87,0
1,1,1,23.0,1.0,0,1.0,2550.0,350.0,125.0,33.0,66.0,3124.0,110.87,0
1,1,1,24.0,1.0,0,1.0,2550.0,550.0,0.0,33.0,66.0,3199.0,106.25,0
1,1,1,24.0,1.0,0,1.0,2550.0,550.0,0.0,33.0,66.0,3199.0,106.25,0
1,1,1,24.0,1.0,0,1.0,2550.0,550.0,0.0,33.0,66.0,3199.0,106.25,0
1,0,1,23.0,1.0,1,1.0,2550.0,505.0,77.0,33.0,66.0,3231.0,110.87,0
1,1,1,29.0,1.0,0,1.0,2550.0,650.0,25.0,33.0,66.0,3324.0,87.93,0
1,0,0,77.0,3.0,0,1.0,2550.0,753.0,9.0,33.0,66.0,3411.0,33.12,4
1,0,0,77.0,3.0,0,1.0,2550.0,753.0,9.0,33.0,66.0,3411.0,33.12,4
1,0,0,77.0,3.0,0,1.0,2550.0,753.0,9.0,33.0,66.0,3411.0,33.12,4
0,1,1,25.0,1.0,0,1.0,2550.0,750.0,38.0,33.0,66.0,3437.0,102.0,0
0,1,1,25.0,1.0,0,1.0,2550.0,750.0,38.0,33.0,66.0,3437.0,102.0,0
1,1,0,74.0,2.0,0,2.0,2550.0,1250.0,167.0,33.0,66.0,4066.0,34.46,4
1,1,0,74.0,2.0,0,2.0,2550.0,1250.0,167.0,33.0,66.0,4066.0,34.46,4
1,0,1,26.0,1.0,1,1.0,2558.0,500.0,0.0,33.0,66.0,3157.0,98.38,0
1,0,1,26.0,1.0,1,1.0,2558.0,500.0,0.0,33.0,66.0,3157.0,98.38,0
1,0,0,24.0,1.0,0,1.0,2560.0,315.0,42.0,33.0,66.0,3016.0,106.67,4
1,0,0,24.0,1.0,0,1.0,2560.0,315.0,42.0,33.0,66.0,3016.0,106.67,4
1,0,0,38.0,2.0,0,1.0,2560.0,373.0,105.0,33.0,66.0,3137.0,67.37,4
1,0,1,24.0,1.0,0,1.0,2560.0,500.0,0.0,33.0,66.0,3159.0,106.67,0
1,0,1,24.0,1.0,0,1.0,2560.0,500.0,0.0,33.0,66.0,3159.0,106.67,0
1,0,1,26.0,1.0,0,1.0,2580.0,320.0,39.0,33.0,66.0,3038.0,99.23,0
1,1,1,24.0,1.0,0,1.0,2580.0,480.0,0.0,33.0,66.0,3159.0,107.5,0
1,1,1,24.0,1.0,0,1.0,2580.0,480.0,0.0,33.0,66.0,3159.0,107.5,0
0,1,1,34.0,1.0,0,1.0,2580.0,610.0,55.0,33.0,66.0,3344.0,75.88,0
0,1,1,34.0,1.0,0,1.0,2580.0,610.0,55.0,33.0,66.0,3344.0,75.88,0
1,0,1,46.0,1.0,0,1.0,2580.0,1000.0,0.0,33.0,66.0,3679.0,56.09,4
1,0,1,46.0,1.0,0,1.0,2580.0,1000.0,0.0,33.0,66.0,3679.0,56.09,4
1,0,0,68.0,3.0,0,1.0,2580.0,1000.0,17.0,33.0,66.0,3696.0,37.94,4
1,0,1,34.0,2.0,0,1.0,2590.0,520.0,0.0,33.0,67.0,3210.0,76.18,4
1,0,1,34.0,2.0,0,1.0,2590.0,571.0,0.0,33.0,67.0,3261.0,76.18,4
1,0,0,70.0,3.0,0,1.0,2600.0,0.0,85.0,43.0,67.0,2795.0,37.14,4
1,0,0,70.0,3.0,0,1.0,2600.0,0.0,85.0,43.0,67.0,2795.0,37.14,4
1,0,1,52.0,1.0,0,1.0,2600.0,240.0,114.0,43.0,67.0,3064.0,50.0,4
1,0,1,52.0,1.0,0,1.0,2600.0,240.0,114.0,43.0,67.0,3064.0,50.0,4
1,0,1,52.0,1.0,0,1.0,2600.0,240.0,114.0,43.0,67.0,3064.0,50.0,4
1,0,1,52.0,1.0,0,1.0,2600.0,240.0,114.0,43.0,67.0,3064.0,50.0,4
1,1,0,28.0,1.0,1,1.0,2600.0,320.0,70.0,33.0,67.0,3090.0,92.86,0
1,1,0,38.0,2.0,0,1.0,2600.0,500.0,0.0,33.0,67.0,3200.0,68.42,4
1,1,0,38.0,2.0,0,1.0,2600.0,500.0,0.0,33.0,67.0,3200.0,68.42,4
1,0,1,25.0,1.0,0,1.0,2600.0,506.0,0.0,33.0,67.0,3206.0,104.0,0
1,0,1,32.0,1.0,1,1.0,2600.0,414.0,94.0,33.0,67.0,3208.0,81.25,4
1,0,0,68.0,3.0,0,1.0,2600.0,480.0,35.0,33.0,67.0,3215.0,38.24,4
1,0,0,68.0,3.0,0,1.0,2600.0,480.0,35.0,33.0,67.0,3215.0,38.24,4
1,0,0,68.0,3.0,0,1.0,2600.0,480.0,35.0,33.0,67.0,3215.0,38.24,4
1,0,0,69.0,3.0,0,1.0,2600.0,498.0,69.0,33.0,67.0,3267.0,37.68,4
1,0,0,69.0,3.0,0,1.0,2600.0,498.0,69.0,33.0,67.0,3267.0,37.68,4
1,0,0,69.0,3.0,0,1.0,2600.0,498.0,69.0,33.0,67.0,3267.0,37.68,4
1,0,1,32.0,2.0,0,1.0,2600.0,500.0,100.0,33.0,67.0,3300.0,81.25,4
1,0,1,32.0,2.0,0,1.0,2600.0,500.0,100.0,33.0,67.0,3300.0,81.25,4
1,0,1,32.0,2.0,0,1.0,2600.0,500.0,100.0,33.0,67.0,3300.0,81.25,4
1,1,0,37.0,2.0,0,1.0,2600.0,560.0,45.0,33.0,67.0,3305.0,70.27,4
1,1,1,25.0,1.0,0,1.0,2600.0,640.0,8.0,33.0,67.0,3348.0,104.0,0
1,0,1,30.0,1.0,0,1.0,2600.0,540.0,111.0,33.0,67.0,3351.0,86.67,4
1,0,1,30.0,1.0,0,1.0,2600.0,540.0,111.0,33.0,67.0,3351.0,86.67,4
1,1,1,28.0,1.0,0,1.0,2600.0,653.0,0.0,33.0,67.0,3353.0,92.86,0
1,0,1,29.0,1.0,0,1.0,2600.0,560.0,111.0,33.0,67.0,3371.0,89.66,4
1,0,1,29.0,1.0,0,1.0,2600.0,560.0,111.0,33.0,67.0,3371.0,89.66,4
1,1,1,25.0,1.0,0,1.0,2600.0,550.0,125.0,33.0,67.0,3375.0,104.0,0
1,0,1,24.0,1.0,0,1.0,2600.0,721.0,0.0,33.0,67.0,3421.0,108.33,0
1,0,1,24.0,1.0,0,1.0,2600.0,721.0,0.0,33.0,67.0,3421.0,108.33,0
1,0,1,24.0,1.0,0,1.0,2600.0,721.0,0.0,33.0,67.0,3421.0,108.33,0
1,0,0,58.0,3.0,1,2.0,2600.0,749.0,0.0,33.0,67.0,3449.0,44.83,4
1,0,0,25.0,1.0,1,1.0,2600.0,750.0,85.0,33.0,67.0,3535.0,104.0,0
1,0,0,25.0,1.0,1,1.0,2600.0,750.0,85.0,33.0,67.0,3535.0,104.0,0
1,1,0,49.0,2.0,0,1.0,2600.0,850.0,0.0,33.0,67.0,3550.0,53.06,4
1,1,0,49.0,2.0,0,1.0,2600.0,850.0,0.0,33.0,67.0,3550.0,53.06,4
1,0,0,74.0,2.0,0,2.0,2600.0,920.0,91.0,33.0,67.0,3711.0,35.14,4
0,0,0,67.0,3.0,1,1.0,2600.0,1150.0,0.0,33.0,67.0,3850.0,38.81,4
0,0,0,70.0,2.0,0,2.0,2600.0,952.0,284.0,33.0,67.0,3936.0,37.14,4
0,0,0,70.0,2.0,0,2.0,2600.0,952.0,284.0,33.0,67.0,3936.0,37.14,4
0,0,0,70.0,2.0,0,2.0,2600.0,952.0,284.0,33.0,67.0,3936.0,37.14,4
0,1,0,60.0,2.0,1,2.0,2600.0,1326.0,195.0,33.0,67.0,4221.0,43.33,4
0,0,0,50.0,1.0,1,1.0,2602.0,100.0,100.0,33.0,67.0,2902.0,52.04,4
0,0,0,50.0,1.0,1,1.0,2602.0,100.0,100.0,33.0,67.0,2902.0,52.04,4
1,1,1,24.0,1.0,0,1.0,2610.0,569.0,116.0,34.0,67.0,3396.0,108.75,0
1,1,1,24.0,1.0,0,1.0,2610.0,569.0,116.0,34.0,67.0,3396.0,108.75,0
1,1,1,24.0,1.0,0,1.0,2610.0,569.0,116.0,34.0,67.0,3396.0,108.75,0
0,0,1,41.0,1.0,0,1.0,2630.0,500.0,15.0,34.0,68.0,3247.0,64.15,4
0,0,1,41.0,1.0,0,1.0,2630.0,500.0,15.0,34.0,68.0,3247.0,64.15,4
1,0,0,41.0,2.0,0,1.0,2640.0,440.0,38.0,34.0,68.0,3220.0,64.39,4
1,0,0,41.0,2.0,0,1.0,2640.0,440.0,38.0,34.0,68.0,3220.0,64.39,4
0,0,1,26.0,1.0,0,1.0,2640.0,540.0,50.0,34.0,68.0,3332.0,101.54,0
0,1,1,27.0,1.0,0,1.0,2640.0,730.0,123.0,34.0,68.0,3595.0,97.78,0
0,0,1,40.0,1.0,0,1.0,2640.0,932.0,21.0,34.0,68.0,3695.0,66.0,4
1,1,0,25.0,1.0,1,1.0,2640.0,1000.0,62.0,34.0,68.0,3804.0,105.6,0
1,1,0,25.0,1.0,1,1.0,2640.0,1000.0,62.0,34.0,68.0,3804.0,105.6,0
1,0,0,66.0,2.0,0,1.0,2640.0,1060.0,112.0,34.0,68.0,3914.0,40.0,4
1,1,1,37.0,1.0,1,1.0,2640.0,1200.0,216.0,34.0,68.0,4158.0,71.35,0
0,0,0,115.0,2.0,0,1.0,2650.0,0.0,0.0,44.0,68.0,2762.0,23.04,4
1,0,0,250.0,2.0,0,2.0,2650.0,0.0,0.0,44.0,68.0,2762.0,10.6,4
1,0,1,30.0,1.0,1,1.0,2650.0,385.0,82.0,34.0,68.0,3219.0,88.33,0
1,0,1,30.0,1.0,1,1.0,2650.0,385.0,82.0,34.0,68.0,3219.0,88.33,0
1,0,1,26.0,1.0,1,1.0,2650.0,500.0,0.0,34.0,68.0,3252.0,101.92,0
1,1,1,22.0,1.0,1,1.0,2650.0,440.0,61.0,34.0,68.0,3253.0,120.45,0
1,1,1,22.0,1.0,1,1.0,2650.0,440.0,61.0,34.0,68.0,3253.0,120.45,0
1,1,1,22.0,1.0,1,1.0,2650.0,440.0,61.0,34.0,68.0,3253.0,120.45,0
1,0,0,37.0,2.0,0,1.0,2650.0,533.0,45.0,34.0,68.0,3330.0,71.62,4
1,1,1,25.0,1.0,0,1.0,2650.0,554.0,67.0,34.0,68.0,3373.0,106.0,0
1,1,1,25.0,1.0,0,1.0,2650.0,554.0,67.0,34.0,68.0,3373.0,106.0,0
0,0,0,62.0,3.0,0,1.0,2650.0,750.0,7.0,34.0,68.0,3509.0,42.74,4
0,0,0,62.0,3.0,0,1.0,2650.0,750.0,7.0,34.0,68.0,3509.0,42.74,4
0,0,0,62.0,3.0,0,1.0,2650.0,750.0,7.0,34.0,68.0,3509.0,42.74,4
1,0,1,54.0,2.0,1,2.0,2650.0,730.0,134.0,34.0,68.0,3616.0,49.07,4
1,0,0,47.0,2.0,0,1.0,2650.0,1000.0,207.0,34.0,68.0,3959.0,56.38,4
1,0,0,47.0,2.0,0,1.0,2650.0,1000.0,207.0,34.0,68.0,3959.0,56.38,4
0,0,0,37.0,2.0,0,1.0,2657.0,633.0,0.0,34.0,68.0,3392.0,71.81,4
0,1,1,24.0,1.0,0,1.0,2660.0,500.0,0.0,34.0,68.0,3262.0,110.83,0
0,1,1,24.0,1.0,0,1.0,2660.0,500.0,0.0,34.0,68.0,3262.0,110.83,0
1,1,1,25.0,1.0,1,1.0,2660.0,640.0,8.0,34.0,68.0,3410.0,106.4,0
0,1,1,26.0,1.0,0,1.0,2672.0,770.0,0.0,34.0,69.0,3545.0,102.77,0
0,1,1,26.0,1.0,0,1.0,2672.0,770.0,0.0,34.0,69.0,3545.0,102.77,0
1,0,0,60.0,2.0,0,2.0,2676.0,810.0,0.0,34.0,69.0,3589.0,44.6,4
1,0,0,39.0,2.0,0,1.0,2680.0,565.0,0.0,34.0,69.0,3348.0,68.72,4
1,1,0,27.0,1.0,1,1.0,2685.0,0.0,0.0,35.0,69.0,2789.0,99.44,0
1,0,1,35.0,2.0,0,1.0,2690.0,571.0,0.0,35.0,69.0,3365.0,76.86,4
1,1,1,25.0,1.0,0,1.0,2690.0,500.0,150.0,35.0,69.0,3444.0,107.6,0
0,0,1,25.0,1.0,1,1.0,2696.0,500.0,5.0,35.0,69.0,3305.0,107.84,0
0,0,1,25.0,1.0,1,1.0,2696.0,500.0,5.0,35.0,69.0,3305.0,107.84,0
0,0,1,25.0,1.0,1,1.0,2696.0,500.0,5.0,35.0,69.0,3305.0,107.84,0
1,0,0,60.0,3.0,0,2.0,2699.0,645.0,165.0,35.0,69.0,3613.0,44.98,4
0,0,0,60.0,2.0,0,1.0,2700.0,0.0,0.0,35.0,69.0,2804.0,45.0,4
0,1,1,35.0,1.0,1,1.0,2700.0,0.0,0.0,45.0,69.0,2814.0,77.14,0
0,1,1,25.0,1.0,1,1.0,2700.0,430.0,0.0,35.0,69.0,3234.0,108.0,0
0,1,1,25.0,1.0,1,1.0,2700.0,430.0,0.0,35.0,69.0,3234.0,108.0,0
1,0,0,37.0,2.0,0,1.0,2700.0,400.0,42.0,35.0,69.0,3246.0,72.97,4
1,0,1,29.0,1.0,0,1.0,2700.0,500.0,0.0,35.0,69.0,3304.0,93.1,0
1,0,1,29.0,1.0,0,1.0,2700.0,500.0,0.0,35.0,69.0,3304.0,93.1,0
0,1,0,27.0,1.0,1,1.0,2700.0,500.0,41.0,35.0,69.0,3345.0,100.0,0
1,0,1,31.0,2.0,0,1.0,2700.0,560.0,0.0,35.0,69.0,3364.0,87.1,4
1,0,1,31.0,2.0,0,1.0,2700.0,560.0,0.0,35.0,69.0,3364.0,87.1,4
1,0,1,31.0,2.0,0,1.0,2700.0,560.0,0.0,35.0,69.0,3364.0,87.1,4
1,0,1,28.0,1.0,1,1.0,2700.0,570.0,0.0,35.0,69.0,3374.0,96.43,0
1,0,1,28.0,1.0,1,1.0,2700.0,570.0,0.0,35.0,69.0,3374.0,96.43,0
0,1,1,25.0,1.0,0,1.0,2700.0,550.0,34.0,35.0,69.0,3388.0,108.0,0
1,1,1,25.0,1.0,0,1.0,2700.0,500.0,84.0,35.0,69.0,3388.0,108.0,0
1,1,1,25.0,1.0,0,1.0,2700.0,500.0,84.0,35.0,69.0,3388.0,108.0,0
0,1,1,25.0,1.0,0,1.0,2700.0,550.0,34.0,35.0,69.0,3388.0,108.0,0
0,1,1,30.0,1.0,1,1.0,2700.0,470.0,123.0,35.0,69.0,3397.0,90.0,0
0,1,1,30.0,1.0,1,1.0,2700.0,470.0,123.0,35.0,69.0,3397.0,90.0,0
0,0,0,37.0,2.0,0,1.0,2700.0,550.0,50.0,35.0,69.0,3404.0,72.97,4
1,0,1,30.0,1.0,0,1.0,2700.0,650.0,0.0,35.0,69.0,3454.0,90.0,4
1,0,1,30.0,1.0,0,1.0,2700.0,650.0,0.0,35.0,69.0,3454.0,90.0,4
1,0,0,41.0,2.0,0,1.0,2700.0,670.0,0.0,35.0,69.0,3474.0,65.85,4
1,1,1,27.0,1.0,1,1.0,2700.0,710.0,20.0,35.0,69.0,3534.0,100.0,0
1,0,0,68.0,3.0,0,1.0,2700.0,750.0,0.0,35.0,69.0,3563.0,39.71,4
1,0,0,68.0,3.0,0,1.0,2700.0,750.0,0.0,35.0,69.0,3563.0,39.71,4
1,0,0,68.0,3.0,0,1.0,2700.0,750.0,0.0,35.0,69.0,3563.0,39.71,4
1,0,0,68.0,3.0,0,1.0,2700.0,750.0,0.0,35.0,69.0,3563.0,39.71,4
1,1,1,22.0,1.0,1,1.0,2700.0,780.0,10.0,35.0,69.0,3594.0,122.73,0
1,1,1,22.0,1.0,1,1.0,2700.0,780.0,10.0,35.0,69.0,3594.0,122.73,0
0,0,1,39.0,2.0,0,1.0,2700.0,690.0,109.0,35.0,69.0,3603.0,69.23,4
0,0,1,39.0,2.0,0,1.0,2700.0,690.0,109.0,35.0,69.0,3603.0,69.23,4
1,0,1,60.0,2.0,0,1.0,2700.0,800.0,0.0,35.0,69.0,3604.0,45.0,4
1,0,1,60.0,2.0,0,1.0,2700.0,800.0,0.0,35.0,69.0,3604.0,45.0,4
1,1,0,27.0,1.0,0,1.0,2700.0,700.0,167.0,35.0,69.0,3671.0,100.0,0
